rider_id,arrival_week,arrival_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_area,dropoff_area,solo_length,quoted_price,convert_or_not,waiting_time,matching_outcome
6,1,9.0,41.7910416602,-87.6231795767,41.8201666062,-87.621499206,40,38,2.0142022395704293,0.5521846722755341,0,,
10,1,11.0,41.7142521521,-87.6381750671,41.7146749464,-87.5949330919,73,50,2.2304472128359905,0.640875082880659,0,,
13,1,21.0,41.9066385418,-87.6895798343,41.8809944707,-87.6327464887,24,32,3.418134555805768,0.5257625072781891,0,,
15,1,25.0,41.9867117999,-87.6634164054,41.874005383,-87.6635175498,76,28,7.787273484315775,0.6728863420356805,0,,
16,1,26.0,41.7788768603,-87.5949254391,41.874005383,-87.6635175498,42,28,7.461429859201919,0.5833659804734254,0,,
18,1,28.0,41.8059116993,-87.5874792581,41.8786674201,-87.6716536214,39,28,6.636477357019754,0.5279824077190467,0,,
20,1,35.0,41.9129253704,-87.7753675003,41.9350581526,-87.7376199977,25,20,2.4706540571467133,0.6299073837351074,0,,
22,1,36.0,41.8090182499,-87.6591665992,41.8420761168,-87.6339734222,61,34,2.6266986548264923,0.5893022956318485,0,,
23,1,37.0,41.9867117999,-87.6634164054,41.96581197,-87.6558787862,76,3,1.4950442656606877,0.6772573631338629,0,,
24,1,45.0,41.9497090767,-87.7521184147,41.9572641084,-87.7308987849,15,16,1.2088614089399323,0.7332985004592076,0,,
25,1,45.0,41.9227606205,-87.6991553432,41.874005383,-87.6635175498,22,28,3.83497561207322,0.5995666827007695,0,,
26,1,46.0,41.7281820611,-87.5964755956,41.8002600946,-87.6175761725,47,40,5.097460927106461,0.7225250622739556,0,,
28,1,51.0,41.8416911186,-87.6125639471,41.9286190509,-87.685362024,35,22,7.077872316720881,0.4937965639129138,0,,
29,1,53.0,41.9357494591,-87.6809803011,41.8809944707,-87.6327464887,5,32,4.523720380098071,0.7002810206858827,0,,
31,1,63.0,41.7910416602,-87.6231795767,41.8849871918,-87.6209929134,40,32,6.49199394720093,0.5991541550010104,0,,
35,1,71.0,41.8418752811,-87.6320285927,41.8849871918,-87.6209929134,34,32,3.03239331646721,0.6201393062012126,0,,
36,1,73.0,41.8924931672,-87.6647458359,41.8792550844,-87.642648998,24,28,1.458948188677495,0.4874392055363167,0,,
37,1,74.0,41.7546793318,-87.6198449905,41.8038507848,-87.6212199892,69,38,3.398162414808068,0.6558505543794746,0,,
45,1,84.0,41.9872255578,-87.6649377243,41.8809944707,-87.6327464887,76,32,7.524056497946986,0.628371545235181,0,,
46,1,85.0,41.8201978877,-87.6101001049,41.8849871918,-87.6209929134,38,32,4.5114804089443385,0.6530980506186191,0,,
47,1,85.0,41.8853000224,-87.6428084655,41.8774061234,-87.6219716519,28,32,1.2026735332231064,0.4443363796747359,0,,
48,1,86.0,41.9425851797,-87.6566440918,41.8809944707,-87.6327464887,6,32,4.429359849221826,0.4611824077172697,0,,
49,1,89.0,41.9157411934,-87.6922563262,41.8809944707,-87.6327464887,22,32,3.889769728266505,0.4466510644236555,0,,
53,1,94.0,41.7405850222,-87.6698353627,41.813200941,-87.6042092221,71,39,6.050401621802953,0.5583804718744453,0,,
61,1,115.0,41.8924931672,-87.6647458359,41.8809944707,-87.6327464887,24,32,1.827684920070268,0.4329502175639136,0,,
63,1,116.0,41.9386661962,-87.7112105933,41.9535821253,-87.7234523905,21,16,1.2074325053538053,0.5989194739053806,0,,
68,1,131.0,41.7923572233,-87.6179313803,41.7615779081,-87.5727819867,40,43,3.151922763496686,0.7038515811981627,0,,
70,1,134.0,41.7632467988,-87.6161341112,41.7788768603,-87.5949254391,69,42,1.5364522496439983,0.6696058030575768,0,,
72,1,136.0,41.9490605256,-87.6616429039,41.8925077809,-87.6262149064,6,8,4.311068889591838,0.4314826094501517,0,,
