rider_id,arrival_week,arrival_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_area,dropoff_area,solo_length,quoted_price,convert_or_not,waiting_time,matching_outcome
4355,3,4.0,41.8789144956,-87.7058971305,41.8601900192,-87.7172201,27,29,1.418859643854666,0.5642752514248404,0,,
4357,3,10.0,41.8059116993,-87.5874792581,41.7905666284,-87.5940154442,39,41,1.1124135867938538,0.5699863589714447,0,,
4358,3,11.0,41.8129489392,-87.6178596758,41.8090844303,-87.6324245245,38,37,0.7961784451382231,0.6696213707161139,0,,
4359,3,11.0,41.9147473049,-87.6540070286,41.8809944707,-87.6327464887,7,32,2.575696843926765,0.45761200702132,0,,
4366,3,18.0,41.7412427285,-87.551428197,41.8788655841,-87.6251921424,46,32,10.23956880899486,0.7054452923168142,0,,
4373,3,29.0,41.9227606205,-87.6991553432,41.874005383,-87.6635175498,22,28,3.83497561207322,0.5330575987973162,0,,
4374,3,31.0,41.8789144956,-87.7058971305,41.8601900192,-87.7172201,27,29,1.418859643854666,0.7061132029204792,0,,
4375,3,34.0,41.7761636931,-87.5799482481,41.8346735981,-87.6108347373,42,35,4.344364380927512,0.6273805080086661,0,,
4379,3,37.0,41.7696904664,-87.5813495087,41.7761636931,-87.5799482481,43,42,0.4530483910935088,0.5716008495633663,0,,
4385,3,48.0,41.9357064711,-87.7038545435,41.935214804,-87.7443896126,21,19,2.08371712572306,0.6346315472017584,0,,
4389,3,51.0,41.9654457842,-87.6631958495,41.949829346,-87.6439653703,3,6,1.4630498765768822,0.6603637880024092,0,,
4392,3,53.0,41.8792550844,-87.642648998,41.9049353016,-87.6499072264,28,8,1.8131810576209244,0.5721884153279193,0,,
4394,3,63.0,41.9386661962,-87.7112105933,41.9226862843,-87.6494887289,21,7,3.3592766022470486,0.7050381598735326,0,,
4396,3,65.0,41.8713514005,-87.6886749004,41.8849871918,-87.6209929134,28,32,3.607086746747109,0.5347734544470334,0,,
4397,3,66.0,41.7065878819,-87.6233665115,41.7615779081,-87.5727819867,49,43,4.608504027300588,0.6866848822126608,0,,
4403,3,88.0,41.942859303,-87.717503858,41.8852813201,-87.6572331997,21,28,5.042763886144872,0.5425378393762462,0,,
4404,3,88.0,41.7979125555,-87.6476811104,41.7544341714,-87.632184554,61,69,3.1083784766767364,0.5821648739540042,0,,
4408,3,91.0,41.8090182499,-87.6591665992,41.7718485152,-87.695666342,61,66,3.1829328940498742,0.5318978511048699,0,,
4409,3,91.0,42.0056080233,-87.8130981301,41.9889673837,-87.8180418313,9,10,1.1774489257076195,0.9219460444198992,0,,
4410,3,93.0,41.6601360507,-87.60284764,41.6906333472,-87.5700582686,54,51,2.702517563276584,0.717808977927341,0,,
4411,3,94.0,41.8706073724,-87.6221729369,41.859349715,-87.6173580061,32,33,0.8163340615615682,0.6299404000333468,0,,
4412,3,94.0,41.9289459041,-87.6608925701,41.8809944707,-87.6327464887,7,32,3.6154752786803175,0.4960574354971627,0,,
4413,3,97.0,41.794090253,-87.592310855,41.8351179863,-87.6186777673,41,35,3.1431455110343456,0.7116366469089791,0,,
4414,3,97.0,41.9833308063,-87.681993542,41.9292725315,-87.6738072384,4,7,3.758680875721732,0.6808284781238532,0,,
4421,3,113.0,41.8090182499,-87.6591665992,41.8420761168,-87.6339734222,61,34,2.6266986548264923,0.6116277066568154,0,,
4424,3,115.0,41.9450692053,-87.6760627395,41.8909220259,-87.6188683546,5,8,4.758494207120822,0.5843313257201659,0,,
4425,3,119.0,41.7482105124,-87.6100749663,41.8849871918,-87.6209929134,44,32,9.46707687783365,0.6130049617399036,0,,
4427,3,124.0,41.9432371225,-87.6434709559,41.8849871918,-87.6209929134,6,32,4.18733817244778,0.5397926417819348,0,,
4428,3,127.0,41.7632467988,-87.6161341112,41.8390869059,-87.714003807,69,30,7.271114796948439,0.6550906493610626,0,,
4432,3,139.0,41.919181737,-87.7212485554,41.9498764323,-87.7381418906,22,16,2.291669878810325,0.5461726104475162,0,,
4434,3,139.0,41.83380026,-87.6675715595,41.8809944707,-87.6327464887,59,32,3.7208410997279695,0.7550392876619845,0,,
4435,3,140.0,41.8983058696,-87.6536139825,41.9670117607,-87.6706210432,24,3,4.826942850524576,0.5206868598575731,0,,
4436,3,147.0,41.8925368719,-87.6598643178,41.8809944707,-87.6327464887,24,32,1.6067664077385904,0.4244871325593127,0,,
4439,3,153.0,41.9002656868,-87.6321092196,41.8853000224,-87.6428084655,8,28,1.171340168343284,0.4599357496749481,0,,
4440,3,154.0,41.9012069941,-87.6763559892,41.9442266014,-87.6559981815,24,6,3.1512379461012325,0.3809931388177293,0,,
4441,3,156.0,41.8601900192,-87.7172201,41.874005383,-87.6635175498,29,28,2.92341566244442,0.5148101176267019,0,,
4448,3,176.0,41.8789144956,-87.7058971305,41.8571838585,-87.6203346241,27,33,4.651418191687743,0.6060318243164926,0,,
4455,3,184.0,41.9058577688,-87.6308650266,41.8809944707,-87.6327464887,8,32,1.7206135758225067,0.4860389065434353,0,,
