rider_id,arrival_week,arrival_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_area,dropoff_area,solo_length,quoted_price,convert_or_not,waiting_time,matching_outcome
2187,2,3.0,41.7296764229,-87.5727171342,41.794090253,-87.592310855,48,41,4.56369719842524,0.7298382386584831,0,,
2189,2,7.0,41.7828634535,-87.6205583422,41.7830058493,-87.6715775901,40,67,2.6285912721158864,0.6127815870920285,0,,
2195,2,24.0,41.874005383,-87.6635175498,41.9386661962,-87.7112105933,28,21,5.096506216059383,0.4909567220717231,0,,
2199,2,32.0,41.9058577688,-87.6308650266,41.8852813201,-87.6572331997,8,28,1.964768151541712,0.4654981362027095,0,,
2200,2,34.0,41.8346735981,-87.6108347373,41.8983317935,-87.6207628651,35,8,4.427928538978601,0.6063844506522733,0,,
2206,2,46.0,41.8849871918,-87.6209929134,41.7904693995,-87.6012851221,32,41,6.608887372419163,0.644406622876305,0,,
2207,2,47.0,41.8571838585,-87.6203346241,41.8906088526,-87.7560467111,33,25,7.354152332374109,0.5234703200782036,0,,
2209,2,55.0,41.968069,-87.7215590627,41.874005383,-87.6635175498,14,28,7.15143810136647,0.6970622229785471,0,,
2211,2,61.0,41.7535307093,-87.5601889949,41.7872788781,-87.6343417807,43,68,4.476454951904916,0.6056031724241338,0,,
2214,2,63.0,41.7457577128,-87.7083657043,41.7442051463,-87.6563059862,70,71,2.6859091598338014,0.7732517354029718,0,,
2222,2,71.0,41.8420761168,-87.6339734222,41.874005383,-87.6635175498,34,28,2.679252761749501,0.7032637006397933,0,,
2223,2,71.0,41.9868086263,-87.6944151909,41.949829346,-87.6439653703,2,6,3.639381219705918,0.6118805337097439,0,,
2228,2,77.0,41.97153938,-87.7389372047,41.9558592583,-87.7948169935,14,17,3.0684842761100657,0.5338012395907211,0,,
2230,2,81.0,41.6738199043,-87.6357397768,41.7759288274,-87.6665962653,53,67,7.232269208434283,0.7371895097845197,0,,
2231,2,83.0,41.9345397158,-87.6430228044,41.8852813201,-87.6572331997,6,28,3.4809830541150606,0.5130210018542481,0,,
2239,2,106.0,41.938232293,-87.6467820813,41.9289672664,-87.6561568309,6,7,0.8012401766376733,0.4691321511696578,0,,
2240,2,109.0,41.8129489392,-87.6178596758,41.874005383,-87.6635175498,38,28,4.829043781926401,0.6199632000779395,0,,
2241,2,110.0,41.9278531896,-87.7356259487,41.8637871234,-87.6925159284,20,29,4.950768505229529,0.6282116498264685,0,,
2242,2,111.0,41.8952576428,-87.7335180512,41.920126404,-87.7607889112,23,19,2.2178508219054534,0.495236235741311,0,,
2243,2,111.0,41.9275798469,-87.7880088189,41.8679024175,-87.6429586652,19,28,8.52348368532019,0.5692931257352503,0,,
2245,2,113.0,41.9289459041,-87.6608925701,41.8809944707,-87.6327464887,7,32,3.6154752786803175,0.4860721325122356,0,,
2246,2,114.0,41.7281820611,-87.5964755956,41.8038507848,-87.6212199892,47,38,5.381478976453444,0.8325412122182676,0,,
2250,2,116.0,41.9272609555,-87.7655016086,41.8788655841,-87.6251921424,19,32,7.952503132532557,0.6886977546251172,0,,
2252,2,122.0,41.9788295262,-87.771166703,41.9850151008,-87.8045320063,11,10,1.766165091985242,0.7567158639530552,0,,
2253,2,126.0,41.8340973906,-87.6192895188,41.8809944707,-87.6327464887,35,32,3.313455103960273,0.5183757924186261,0,,
2255,2,127.0,41.7412427285,-87.551428197,41.7615779081,-87.5727819867,46,43,1.7848449605646863,0.5898960791336761,0,,
2257,2,129.0,41.9357494591,-87.6809803011,41.8786674201,-87.6716536214,5,28,3.97304527145717,0.5490364827780175,0,,
2259,2,136.0,41.7759288274,-87.6665962653,41.899602111,-87.6333080367,67,8,8.71513378647219,0.6380547718797566,0,,
2268,2,148.0,41.8204569069,-87.6006915709,41.8492467545,-87.6241352979,36,33,2.3266734213879814,0.6648892162896614,0,,
2271,2,152.0,41.8270879119,-87.6486268165,41.8852813201,-87.6572331997,60,28,4.045101799035144,0.6597270151180168,0,,
2272,2,155.0,41.8792550844,-87.642648998,41.8983058696,-87.6536139825,28,24,1.4320245718101396,0.5716121677927003,0,,
2273,2,158.0,42.0085407611,-87.6949637498,41.9900642527,-87.7239678299,2,13,1.961543134744234,0.6278525309806511,0,,
2275,2,159.0,41.813200941,-87.6042092221,41.859349715,-87.6173580061,39,33,3.2596293558523413,0.6514190918494842,0,,
2277,2,161.0,41.7895012715,-87.7303971516,41.814440937,-87.7307334535,62,57,1.7232538289364292,0.7528414543242425,0,,
2279,2,171.0,41.8201666062,-87.621499206,41.8274002516,-87.624088952,38,35,0.51727881239011,0.6608872602203649,0,,
2282,2,173.0,41.6906333472,-87.5700582686,41.7412427285,-87.551428197,51,46,3.626384085963265,0.7702546415393093,0,,
2285,2,184.0,41.8919483818,-87.6891259086,41.8809944707,-87.6327464887,24,32,2.9971728224067147,0.5347396281507331,0,,
2286,2,185.0,41.922082541,-87.6341560931,41.8706073724,-87.6221729369,7,32,3.609596716742397,0.5674648603049689,0,,
2290,2,188.0,41.7769506664,-87.5963032107,41.8809944707,-87.6327464887,42,32,7.429558241146159,0.6076913306615269,0,,
2294,2,194.0,41.8067652712,-87.6089492784,41.8950334495,-87.6197106717,38,8,6.12384736682091,0.6469710337450314,0,,
2295,2,195.0,41.7281820611,-87.5964755956,41.8002600946,-87.6175761725,47,40,5.097460927106461,0.712443020267544,0,,
2297,2,201.0,41.8299223039,-87.6725026464,41.8090182499,-87.6591665992,59,61,1.5992654708549174,0.7052949558700818,0,,
2298,2,207.0,41.8906088526,-87.7560467111,41.9386661962,-87.7112105933,25,21,4.04222517407124,0.5981083061667194,0,,
2299,2,214.0,41.8090182499,-87.6591665992,41.7718485152,-87.695666342,61,66,3.1829328940498742,0.6014334975476512,0,,
2300,2,215.0,41.7687668368,-87.6493598032,41.7341687376,-87.6532196007,68,71,2.3987662697733287,0.5872044753300208,0,,
2301,2,219.0,41.782532364,-87.7080444156,41.8809944707,-87.6327464887,66,32,7.83001028696029,0.6271837462877524,0,,
2302,2,219.0,41.8340973906,-87.6192895188,41.8790669938,-87.657005027,35,28,3.663501417667617,0.6369951034299444,0,,
2304,2,224.0,41.8563332167,-87.6595642391,41.9083786693,-87.6709450752,31,24,3.64334305959084,0.5785210182928633,0,,
2306,2,227.0,41.7911260852,-87.6183216222,41.6846149678,-87.6712503529,40,75,7.848871859830282,0.7093604474242904,0,,
2315,2,246.0,41.8351179863,-87.6186777673,41.8361501547,-87.6487879519,35,60,1.5516769247302982,0.5372397265210171,0,,
2317,2,248.0,41.8201666062,-87.621499206,41.8679024175,-87.6429586652,38,28,3.478272997972227,0.5255479327671834,0,,
2319,2,259.0,41.7692450579,-87.6201776393,41.8301172027,-87.723804133,69,30,6.795506121574591,0.6136357802091117,0,,
2323,2,264.0,41.7456228824,-87.7317118534,41.8679024175,-87.6429586652,70,28,9.605960108277804,0.6484061268847763,0,,
2324,2,264.0,41.7442051463,-87.6563059862,41.7788768603,-87.5949254391,71,42,3.968158336961396,0.5849627793098081,0,,
