rider_id,arrival_week,arrival_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_area,dropoff_area,solo_length,quoted_price,convert_or_not,waiting_time,matching_outcome
6427,4,6.0,42.0096228806,-87.6701668569,42.001571027,-87.6950125892,1,2,1.3916636486817582,0.5678786605193649,0,,
6428,4,8.0,41.8852813201,-87.6572331997,41.8920421365,-87.6318639497,28,8,1.3859885107660572,0.4252215362829573,0,,
6430,4,12.0,41.6958343746,-87.652031202,41.7555681774,-87.5836072899,75,43,5.429887394854538,0.6683377139401513,0,,
6436,4,29.0,41.7444906426,-87.5636925942,41.8849871918,-87.6209929134,46,32,10.14593885483436,0.6729525301656996,0,,
6439,4,40.0,42.004764559,-87.659122427,41.8790669938,-87.657005027,1,28,8.68555633012526,0.7216682659182283,0,,
6441,4,43.0,42.0016981937,-87.6735740325,41.9725625375,-87.6788459662,1,4,2.031207763544689,0.6546520410412197,0,,
6445,4,58.0,41.808511513,-87.6139994504,41.8555013528,-87.683227168,38,31,4.821081333495124,0.6337017829681748,0,,
6446,4,60.0,41.7722993987,-87.6567362073,41.8842720207,-87.7331366011,67,26,8.679088931757477,0.6411790919957802,0,,
6449,4,65.0,41.7462155842,-87.6903405275,41.7395020022,-87.6583003944,70,71,1.715674452467636,0.7451519748764993,0,,
6450,4,68.0,41.859349715,-87.6173580061,41.8704150003,-87.6750856208,33,28,3.067204964694141,0.5296321439303092,0,,
6452,4,71.0,41.7607504457,-87.571298655,41.7395020022,-87.6583003944,43,71,4.7189163078696925,0.6266149660482917,0,,
6453,4,73.0,41.915496209,-87.7101956338,41.8809944707,-87.6327464887,22,32,4.641950308159529,0.4511875520021599,0,,
6457,4,90.0,41.7761636931,-87.5799482481,41.8809944707,-87.6327464887,42,32,7.73639732877338,0.6272831321783678,0,,
6466,4,111.0,41.9357494591,-87.6809803011,41.8792550844,-87.642648998,5,28,4.372804776415063,0.5851112516748374,0,,
6467,4,112.0,41.8994222543,-87.684490122,41.8809944707,-87.6327464887,24,32,2.950312249299142,0.3822684309021994,0,,
6468,4,112.0,41.859349715,-87.6173580061,41.8809944707,-87.6327464887,33,32,1.6921655669011937,0.5858891698002158,0,,
6469,4,113.0,41.713148612,-87.6750753124,41.7065878819,-87.6233665115,72,49,2.7053803317033083,0.7210633609287429,0,,
6470,4,116.0,41.859349715,-87.6173580061,41.8679024175,-87.6429586652,33,28,1.4437883861115282,0.6099844652151217,0,,
6472,4,119.0,41.8923550478,-87.674506788,41.8809944707,-87.6327464887,24,32,2.2869801216670087,0.3694503404203134,0,,
