pickup_area,dropoff_area,median_price,conversion_rate,base_price,hot_pair
1,2,0.6154012678476533,0.4666666666666667,0.6508597574842255,True
1,3,0.6650680347978182,0.6666666666666666,0.6815089977945953,False
1,4,0.5860614989487447,0.2,0.5733321070737564,False
1,6,0.7154809819230348,0.0,0.6834417002596619,False
1,7,0.6079170861220653,1.0,0.6410790188778138,False
1,8,0.5958337680190382,0.5555555555555556,0.601269681598808,False
1,10,0.6250622910334498,0.5,0.6353700321151106,False
1,11,0.6422587504183239,0.0,0.6199455979804778,False
1,12,0.6661934173741749,1.0,0.7060263850243925,False
1,13,0.626511580574749,0.3,0.6206343326897926,False
1,14,0.6798475842840515,0.0,0.6516585065920415,False
1,15,0.6352906420890301,0.0,0.6104289722735153,False
1,16,0.7014231362329215,0.0,0.6720267870096877,False
1,21,0.5962205522820448,0.0,0.5689980913855212,False
1,22,0.6599450819236395,0.5,0.6644061657712707,False
1,23,0.5533439385289391,0.0,0.530402997936879,False
1,24,0.6036218427493762,0.5,0.6072600740701128,False
1,27,0.5851010107699549,0.0,0.559286633370839,False
1,28,0.6555922171280693,0.5,0.6904111167169974,True
1,32,0.611066153320166,0.9,0.6369986131083849,False
1,33,0.659289620877516,1.0,0.6960502249343132,False
1,35,0.5514858541386642,1.0,0.5844388661170195,False
1,42,0.6531648527939479,1.0,0.6912671237282877,False
1,43,0.6904024976350254,0.0,0.6624284209081142,False
1,76,0.5971490036803447,0.3333333333333333,0.591511402195746,False
2,1,0.6374972841394214,0.4666666666666667,0.6719260400623854,True
2,3,0.6268884872748912,0.2727272727272727,0.616726953450963,False
2,4,0.588180324230933,0.5714285714285714,0.6255825820134945,True
2,5,0.5697795550777985,0.8888888888888888,0.5942053160228308,False
2,6,0.5962036862402622,0.42857142857142855,0.5944092919599909,False
2,7,0.6550062910763783,0.5,0.6565018055718324,False
2,8,0.6145038487614658,0.45454545454545453,0.6125658114743866,False
2,10,0.673857582519074,0.4,0.6761561838213528,False
2,11,0.6122885763754056,0.5,0.6208177975042845,False
2,12,0.5352941783399461,1.0,0.5673116200842611,False
2,13,0.6268382832637932,0.3333333333333333,0.652592947242214,True
2,14,0.5684375207301562,0.0,0.5445483822616498,False
2,15,0.6754052435493909,0.0,0.6472672797066669,False
2,16,0.5662587818644321,0.6666666666666666,0.5801006718630602,False
2,17,0.6395861722225404,0.0,0.6140712765560477,False
2,20,0.6939495780329934,0.0,0.662838560748369,False
2,21,0.6571240074040372,0.0,0.6255858097972227,False
2,22,0.5657800217717781,0.0,0.5406815405766291,False
2,24,0.5964364498936024,0.3333333333333333,0.588863509761921,False
2,28,0.5673900554016452,0.3333333333333333,0.5587022792566179,False
2,29,0.5902550150934687,0.0,0.5645775988910906,False
2,31,0.6595539561037068,0.0,0.6301773118358529,False
2,32,0.6250865950078399,0.4375,0.6524580436797139,True
2,36,0.5158888154881451,1.0,0.5445482930047431,False
2,41,0.6049891183988696,0.0,0.5784954071396187,False
2,43,0.6096811446996486,0.0,0.584472571665315,False
2,67,0.5528464555030919,1.0,0.5862326424507446,False
2,76,0.594547447621533,0.6190476190476191,0.6347509810537614,True
3,1,0.5918684007346706,0.5,0.5959480343356135,False
3,2,0.5753540234059811,0.0,0.5514525903536093,False
3,4,0.6361529790343943,0.4444444444444444,0.6354951863472814,False
3,5,0.5148111218792741,0.6666666666666666,0.5249534757708418,False
3,6,0.6081567427608241,0.45454545454545453,0.6374207184956475,True
3,7,0.6390003012844933,0.375,0.6318028134043532,False
3,8,0.5839858918998275,0.5416666666666666,0.6158897881878156,True
3,11,0.493346053241824,1.0,0.5258370784232562,False
3,12,0.5725255423359927,0.5,0.5770727765537724,False
3,13,0.6422814993690835,0.4,0.6405356055382022,False
3,14,0.6105155322435716,0.2,0.5960273052347278,False
3,15,0.4924727118138376,0.0,0.47277587594835324,False
3,16,0.5646736289643468,0.375,0.5613139536269756,False
3,17,0.6166439012325733,0.5,0.6224028155676696,False
3,21,0.5431146644425291,0.2,0.5274337286631026,False
3,22,0.6124306882750205,0.3333333333333333,0.6047085314210053,False
3,24,0.5524197590483181,0.8571428571428571,0.573811204914194,False
3,28,0.5987132376537139,0.46875,0.6267475978941437,True
3,29,0.5595999240716385,0.0,0.534749763810814,False
3,30,0.5794123526955687,0.6666666666666666,0.5928753609952147,False
3,31,0.536461511495912,1.0,0.5661801419985011,False
3,32,0.6028927323345863,0.375,0.6246381529311074,True
3,34,0.5842252982898973,0.5,0.5891717083522179,False
3,39,0.5282187297416626,0.0,0.5053890122160877,False
3,56,0.6050620899100142,1.0,0.6382360133047275,False
3,57,0.5270370788387452,0.0,0.5061759973251551,False
