user_id,ad_product_category,ad_product_name,advertising_brand,recommendation_score
171146,Movies_and_TV,movie,na,0.14934351986677089
171146,Clothing_Shoes_and_Jewelry,apparel,cloak,0.093199182
171146,Others,na,gomantralabs,0.046230951
171146,Clothing_Shoes_and_Jewelry,t-shirt,na,0.043912429
171146,Grocery_and_Gourmet_Food,coffee,na,0.043827852007770764
171146,Health_and_Personal_Care,fitness_program,gomantralabs,0.042569739
171146,Digital_Music,album,na,0.042452941
171146,Health_and_Personal_Care,supplements,gomantralabs,0.038014668890307836
171146,na,others,na,0.035613698
171146,Movies_and_TV,tv series,"cbs studios, the cw",0.034188143
171146,Movies_and_TV,na,na,0.031532981
171146,Grocery_and_Gourmet_Food,sandwich,snarfs,0.031338639
171146,Clothing_Shoes_and_Jewelry,clothing,cloak,0.027780462
171146,Health_and_Personal_Care,supplements,mantra,0.027662506259322265
171146,Health_and_Personal_Care,sleep_supplement,mantra_labs,0.027392898256951695
171146,Others,fowl,towwn,0.027187608600643287
171146,Movies_and_TV,tv series,the cw,0.02717358
171146,Health_and_Personal_Care,rise_or_go,gomantralabs,0.026611685961250214
171146,Software,video conferencing,na,0.026299634983751746
171146,Digital_Music,single,na,0.025368767291231283
171146,Health_and_Personal_Care,sleep_aid,mantra,0.025037729244952563
171146,Clothing_Shoes_and_Jewelry,shirt,cloak,0.022657296
171146,Clothing_Shoes_and_Jewelry,custom,burberry,0.022137360077284035
171146,Health_and_Personal_Care,na,gomantralabs,0.022094837970923268
171146,Movies_and_TV,talk_show,the_tonight_show,0.021958603871221026
171146,Clothing_Shoes_and_Jewelry,t-shirts,gomantralabs,0.021826062
171146,Health_and_Personal_Care,hydration challenge,gomantralabs,0.021508602
171146,Movies_and_TV,tv_series,warner bros,0.021349173
171146,Grocery_and_Gourmet_Food,coffee beans,na,0.021183155641451647
171146,Movies_and_TV,tv show,netflix,0.02109549
171146,Movies_and_TV,movie,20th century studios,0.019986981
171146,Movies_and_TV,tv_show_premieres,na,0.019980268317229703
171146,Grocery_and_Gourmet_Food,cognac,louis xiii,0.019257218
171146,Clothing_Shoes_and_Jewelry,swag,cloak,0.019181913
171146,Magazine_Subscriptions,magazine,officemagazinenyc,0.019067101
171146,Health_and_Personal_Care,face masks,jacksepticeye,0.018627846934935632
171146,Health_and_Personal_Care,hydration_supplements,gomantralabs,0.018297707517516543
171146,na,na,"na] 

分析依据：该文本使用全大写和多个感叹号表达对ufc265赛事的强烈情绪，结合#ufc265标签指向综合格斗赛事而非具体商品推广。参考资料显示ufc指终极格斗冠军赛，属于体育赛事品牌而非商品类别。未发现任何品牌植入或产品推广内容，属于用户自发观赛互动行为。",0.018277704630779098
171146,Movies_and_TV,movie,disney,0.017439862
171146,Gift_Cards,gift cards,mantra,0.017412557
171146,Movies_and_TV,tv_series,the_cw,0.017378674440534907
171146,Movies_and_TV,film,apple,0.017346519
171146,Beauty_and_Personal_Care,coffee soap,top of the mornin,0.016422092424646605
171146,Magazine_Subscriptions,magazine,tvguidemagazine,0.016290553068383368
171146,Video_Games,deathstranding,playstation,0.016245047457612957
171146,Clothing_Shoes_and_Jewelry,underwear,calvinklein,0.015779925265508907
171146,Video_Games,final fantasy vii remake,square enix,0.015655024
171146,Others,na,shopstands.com,0.015355856512485477
171146,Home_and_Kitchen,mug,top of the mornin,0.015294104820847238
171146,Clothing_Shoes_and_Jewelry,fashion_design,na,0.015124072566525095
487760,Clothing_Shoes_and_Jewelry,jewellery,kishandasjewellery,0.4978320577563725
487760,Movies_and_TV,movie,na,0.3637450493140218
487760,Clothing_Shoes_and_Jewelry,accessories,"minisondhiofficial,wrapgame.co,overrated92.5silver,mediatribein,charleskeithofficial",0.12865708795768785
487760,Movies_and_TV,movie re-release,na,0.090336309
487760,Clothing_Shoes_and_Jewelry,outfit,"toraniofficial]  
[ad,clothing_shoes_and_jewelry,jewellery,grtjewellers",0.086074823
487760,Clothing_Shoes_and_Jewelry,outfit jewellery footwear,jade_bymk grtjewellers themadrastrunk,0.07472083
487760,Clothing_Shoes_and_Jewelry,jewellery footwear clothing,kishandasjewellery charleskeithofficial geethikakanumilli,0.061392905
487760,Clothing_Shoes_and_Jewelry,jewelry,"ampmfashions,mykreshya,charleskeithofficial",0.057840389107666215
487760,Clothing_Shoes_and_Jewelry,outfit jewelry footwear,labelparshya grtjewellers crimzonworld,0.057426467
487760,Clothing_Shoes_and_Jewelry,clothing,"belt,earrings,ring,footwear,renasci.in,sakshijhunjhunwalaofficial,mortantra,spiffypublicrelations,theamethyststore,crimzonworld",0.056889757
487760,Clothing_Shoes_and_Jewelry,jewellery,"kishandasjewellery,madzinlabel,aprajitatoorofficial",0.056211315361863724
487760,Clothing_Shoes_and_Jewelry,clothing,jade_bymk,0.054746647
487760,Clothing_Shoes_and_Jewelry,outfit,ritikaaryajain.in,0.053936441
487760,Clothing_Shoes_and_Jewelry,jewellery,"kishandasjewellery,ekalakhani,crimzonworld",0.053710485
487760,Clothing_Shoes_and_Jewelry,jewellery,ampmfashions,0.052672236404100486
487760,Clothing_Shoes_and_Jewelry,jewelry,"karishma.joolry,swarovski",0.049243239164152956
487760,Movies_and_TV,movie_trailer,na,0.047004554
487760,Clothing_Shoes_and_Jewelry,clothing,"jade_bymk]  
[ad,clothing_shoes_and jewelry,jewellery,kishandasjewellery",0.046693565
487760,Clothing_Shoes_and_Jewelry,jewellery,"kishandasjewellery]  
[ad,clothing_shoes_and_jewelry,clothing,soul__spectrum",0.046123796
487760,Clothing_Shoes_and_Jewelry,outfit,rhuaofficial,0.040899781
487760,Clothing_Shoes_and_Jewelry,outfit_jewellery,sawangandhiofficial_kishandasjewellery,0.040572614
487760,Clothing_Shoes_and_Jewelry,clothing_jewelry_footwear,meghnapanchmatia_collage.style_kishandasjewellery_taaramitraofficial,0.039051874
487760,Clothing_Shoes_and_Jewelry,jewellery,"kishandasjewellery,rishiandvibhuti",0.038976625
487760,Clothing_Shoes_and_Jewelry,outfit,"labelshireenshahana]  
[ad,clothing_shoes_and_jewelry,jewellery,kishandasjewellery",0.038660496
487760,Clothing_Shoes_and_Jewelry,saree_blouse_jewellery,shimaijayachandra_thebuttonthiefco_kishandasjewellery,0.037209082
487760,Clothing_Shoes_and_Jewelry,clothing,"jewellery, jade_bymk,kishandasjewellery",0.037203707
487760,Clothing_Shoes_and_Jewelry,ethnic_wear,"sawangandhiofficial,kishandasjewellery",0.035491635
487760,Clothing_Shoes_and_Jewelry,jewellery,"kishandasjewellery]  
[ad,clothing_shoes_and_jewelry,footwear,aprajitatoorofficial]  
[ad,clothing_shoes_and_jewelry,clothing,archanajaju.in",0.035030043
487760,Clothing_Shoes_and_Jewelry,clothing,"saakshakinni,tifarachennai,fashionsignatureofficial,aishrjewelry,charleskeithofficial",0.034759026
487760,Clothing_Shoes_and_Jewelry,clothing jewellery shoes,collage.style shagnaofficial charleskeithofficial,0.033731788424782014
487760,Clothing_Shoes_and_Jewelry,ethnic_clothing,"thekanakavalliedit,thebuttonthiefco,kishandasjewellery,aprajitatoorofficial",0.033077665
487760,Clothing_Shoes_and_Jewelry,clothing_and_jewellery,"houseofneetalulla,kishandasjewellery",0.032975149473623594
487760,Clothing_Shoes_and_Jewelry,outfit and jewellery,"jayantireddylabel,collage.style,kishandasjewellery",0.031293135266705185
487760,Movies_and_TV,glimpse,na,0.026466051203232328
487760,Movies_and_TV,audio and trailer launch,redgiantmovies,0.023241407266497913
487760,Movies_and_TV,movie,lycaproductions,0.022791716497087583
487760,Clothing_Shoes_and_Jewelry,dress,labourjoisie,0.022376909131073083
487760,Electronics,smartphone,honor,0.021814156774677112
487760,Pet_Supplies,pet_adoption,nashvillehumane,0.020942910540858194
487760,Movies_and_TV,movie,madrasenterpriz,0.020865706
487760,Movies_and_TV,movie,chandaraaarts,0.020628723799165687
487760,Movies_and_TV,lucid,netflix,0.01913566
487760,Movies_and_TV,streaming_service,sony,0.019109262559614176
487760,Books,book,na,0.017242044
487760,Others,concert tickets,na,0.014628662588313912
487760,Electronics,smartwatch,honor,0.012437420057266143
487760,Others,event tickets,na,0.012073021
487760,Movies_and_TV,soundtrack,saregamatamil,0.012030803706776257
487760,Movies_and_TV,movies,vijaysethupathi50,0.011624094849955972
487760,Movies_and_TV,ponniyin_selvan_ps1,lyca_productions,0.011546578097551228
1132845,Clothing_Shoes_and_Jewelry,apparel,cloak,0.093191273
1132845,Grocery_and_Gourmet_Food,coffee,na,0.043824133
1132845,Books,book,na,0.040816903579802964
1132845,Clothing_Shoes_and_Jewelry,jewelry,tiffanyandco,0.033836817
1132845,Movies_and_TV,na,na,0.0315304
1132845,Clothing_Shoes_and_Jewelry,clothing,cloak,0.027778104315740352
1132845,Clothing_Shoes_and_Jewelry,shirt,cloak,0.022655373
1132845,Clothing_Shoes_and_Jewelry,cap,47,0.021280237390381162
1132845,Grocery_and_Gourmet_Food,coffee beans,na,0.021181357916798225
1132845,Movies_and_TV,tv show,netflix,0.0210937
1132845,Clothing_Shoes_and_Jewelry,tee,na,0.021037839
1132845,Movies_and_TV,movie,20th century studios,0.019985284568424456
1132845,Clothing_Shoes_and_Jewelry,apparel,heruniversestarwars,0.019813013674271716
1132845,Clothing_Shoes_and_Jewelry,swag,cloak,0.019180284623044348
1132845,Health_and_Personal_Care,face masks,jacksepticeye,0.018626266068503743
1132845,Movies_and_TV,tv_series,disneyplus,0.018305575
1132845,Movies_and_TV,movie,disney,0.017438381551775673
1132845,Automotive,car,audi,0.017425676246075123
1132845,Beauty_and_Personal_Care,coffee soap,top of the mornin,0.016420698751252887
1132845,Video_Games,deathstranding,playstation,0.016243669
1132845,Video_Games,final fantasy vii remake,square enix,0.015653694984708838
1132845,Home_and_Kitchen,mug,top of the mornin,0.015292806874981486
1132845,Industrial_and_Scientific,carbon_sequestration_system,modern hydrogen,0.015281439133507367
1132845,All_Beauty,lipstick,maybelline,0.014963287431530938
1132845,Others,podcast,brain leak,0.014863536
1132845,Grocery_and_Gourmet_Food,gin,aviation gin,0.014812210644796495
1132845,Others,na,qvc,0.014529226311105882
1132845,Video_Games,game_awards,"the_game_awards] 

the game awards (tga) 是由杰夫·吉斯利于2014年创立的电子游戏行业权威奖项，每年12月在美国举办颁奖典礼。其评选机制由全球约30家核心游戏媒体提名并投票（媒体意见占比90%，玩家投票占比10%），咨询委员会成员包括索尼、微软、任天堂等头部厂商。tga以“年度最佳游戏”为核心奖项，2024年该奖项由《宇宙机器人》获得，而《黑神话：悟空》斩获“最佳动作游戏”及“玩家之声奖”，创下1.54亿次直播观看的历史纪录。tga与金摇杆奖（大众投票主导）、gdca（开发者评选）并称全球三大游戏奖项，其行业影响力体现在对技术创新、艺术成就及商业成功的多维评价体系。",0.014417988
1132845,Amazon_Fashion,clothing,amazon fashion,0.014350038263938712
1132845,Clothing_Shoes_and_Jewelry,cloak,mythical cloak,0.013888485238756241
1132845,Clothing_Shoes_and_Jewelry,slippers,cloak,0.013061564420970718
1132845,All_Beauty,cosmetics,covergirl,0.012899378
1132845,Clothing_Shoes_and_Jewelry,t-shirts,jacksepticeye,0.012701961327901612
1132845,Video_Games,video game promotion,playstation,0.012174701355538655
1132845,Clothing_Shoes_and_Jewelry,clothing,patou,0.012111824023009149
1132845,Others,fundraiser,tiltify,0.012097071
1132845,Health_and_Personal_Care,health education,boehringerus,0.011937630090692111
1132845,Clothing_Shoes_and_Jewelry,cloak,cloak,0.011845989
1132845,Movies_and_TV,tv series,peacock,0.011136968233979541
1132845,Clothing_Shoes_and_Jewelry,clothing,goodamerican,0.010887843291183162
1132845,Movies_and_TV,tv_show,peacock,0.010822524847366106
1132845,Others,na,naacp_ldf,0.010669033760961013
1132845,Home_and_Kitchen,candles,thefarawaytreeindia,0.010542605
1132845,Movies_and_TV,tv_special,cbs,0.010192214985763195
1132845,Movies_and_TV,movie,netflix,0.010143257651354948
1132845,Video_Games,video game,marvel,0.010031293926707652
1132845,Amazon_Fashion,na,dior,0.009998833
1132845,Others,educational_content,sesamestreet,0.009954218
1132845,Sports_and_Outdoors,rifles,gunwerks,0.009669297
1132845,All_Beauty,na,dior,0.009656229
1352742,Movies_and_TV,documentary,netflix,0.30634192287193757
1352742,Movies_and_TV,documentary series,netflix,0.2720536772922942
1352742,Grocery_and_Gourmet_Food,pizza,pizzahut,0.18546166418565216
1352742,Digital_Music,playlist,spotify,0.1795827720230007
